node,degree,clustering_coefficient
6438,0.061362965116048405,1.2242987511264412
3086,0.583107849180829,0.19235839770186466
15,-0.1995094769163419,0.2802644278084026
3530,14.583262238252443,-0.6192238112877324
7580,1.365725175278,-0.5569351395526957
3029,-0.3734244382712688,-0.763141929543114
4375,0.4091928878259022,-0.341563603340481
16,2.322257462730098,0.07381504159446614
7296,0.7570228105357558,-0.35737279057307975
2626,1.8874700593427807,0.06781387228855364
131,1.6265976173103902,0.4461392846181309
6323,3.8874921149244397,-0.43002828604476656
1799,3.9744495956019033,-0.4022152021573692
3103,6.235344093215954,-0.4019063627872065
5578,8.757111032862394,-0.5428311375789655
7435,2.2352999820526342,0.06025323882140357
1677,6.14838661253849,-0.25006720836793156
5072,0.4091928878259022,-0.3942608941158101
4008,0.6700653298582925,0.7274385809590526
3410,2.4961724240850245,-0.012331005734615234
6446,6.322301573893417,-0.3272886410291893
4184,-0.1995094769163419,0.2802644278084026
5725,4.40923699898922,-0.40545069996102523
1349,4.14836455695683,-0.1846427819206121
5088,-0.5473393996261957,-0.763141929543114
6544,3.0179173081498054,0.38811944035693335
2530,-0.1995094769163419,-0.41533981042594176
1956,3.365747230859659,-0.5379946640276498
38,-0.025594515561415034,-0.4319018160981881
550,3.191832269504732,-0.14180410575027994
6567,1.4526826559554633,0.055957264029936456
4968,0.32223540714843874,-0.1307744402391645
1005,6.670131496603271,-0.2203870448622715
6126,2.148342501375171,0.5902009936345923
1905,1.365725175278,0.47409881039939583
3699,-0.28646695759380536,1.5555388645713673
773,-0.5473393996261957,-0.763141929543114
1016,0.49615036850336564,0.5299685133284238
2751,1.191810213923073,0.18089239377492478
3324,0.23527792647097528,-0.29940577072021773
766,2.148342501375171,-0.20918290917503732
6101,9.71364332031449,-0.5446819743648303
17,-0.025594515561415034,1.7211589212938303
6105,4.583151960344147,0.21738494864597593
4242,0.4091928878259022,1.2393551199193926
7237,18.148518946028446,-0.513149794828833
1334,5.539684247796245,0.29076147365700944
951,4.8440244023765375,0.2537296015163092
1337,-0.1995094769163419,2.019275023394264
3165,2.6700873854399516,0.6666562557323165
18,1.4526826559554633,-0.637126668993414
6372,-0.28646695759380536,-0.763141929543114
4042,1.4526826559554633,-0.24647936128934372
3596,0.583107849180829,-0.2662817593757252
7185,-0.3734244382712688,-0.763141929543114
5139,0.4091928878259022,-0.44695818489113925
615,0.32223540714843874,-0.25724793809995444
2788,-0.025594515561415034,-0.10066170265326221
3163,0.49615036850336564,-0.13888171574306132
5534,2.583129904762488,-0.51769598962559
6816,-0.28646695759380536,-0.763141929543114
6436,1.0178952525681462,-0.5190702670047476
421,1.1048527332456097,-0.23228606352216694
4775,0.23527792647097528,-0.3766951305240338
1384,3.9744495956019033,-0.32397234517164836
3755,2.6700873854399516,-0.5157720012947696
3820,-0.025594515561415034,-0.4319018160981881
4212,0.49615036850336564,-0.7185519142716816
478,-0.1995094769163419,0.2802644278084026
6136,0.061362965116048405,0.35479345333351103
6399,0.4091928878259022,-0.44695818489113925
3581,0.23527792647097528,-0.5312738501316658
7614,-0.1995094769163419,-0.41533981042594176
4085,0.583107849180829,-0.3427217855553234
19,-0.28646695759380536,-0.18347173101449368
2625,-0.46038191894873226,2.714879261628608
2692,-0.3734244382712688,-0.763141929543114
1501,-0.3734244382712688,0.39619846751412663
6703,-0.025594515561415034,-0.4319018160981881
20,-0.11255199623887847,-0.763141929543114
2689,-0.3734244382712688,-0.763141929543114
1316,2.4961724240850245,-0.20003373668673993
5941,-0.3734244382712688,-0.763141929543114
4151,0.7570228105357558,0.9468851561163161
4462,-0.3734244382712688,-0.763141929543114
6463,1.1048527332456097,-0.6716150560912266
21,-0.46038191894873226,-0.763141929543114
3026,-0.3734244382712688,-0.763141929543114
5764,1.191810213923073,0.4293224788586193
22,-0.5473393996261957,-0.763141929543114
5127,9.71364332031449,-0.5461680965089003
23,-0.1995094769163419,-0.763141929543114
4248,0.9309377718906827,-0.6494811063022081
7317,0.061362965116048405,-0.763141929543114
1854,0.061362965116048405,-0.6389268870012668
646,-0.11255199623887847,-0.763141929543114
3493,-0.28646695759380536,-0.763141929543114
24,-0.5473393996261957,-0.763141929543114
3643,0.4091928878259022,1.028565956818076
25,-0.5473393996261957,-0.763141929543114
3544,8.061451187442685,-0.30994522887528353
26,-0.5473393996261957,-0.763141929543114
5345,-0.3734244382712688,-0.763141929543114
27,-0.025594515561415034,-0.2662817593757252
4066,-0.5473393996261957,-0.763141929543114
6339,2.757044866117415,-0.39234074991751877
1558,0.7570228105357558,0.2802644278084026
1896,-0.025594515561415034,-0.2662817593757252
4329,1.5396401366329269,-0.3689661945436522
6396,-0.1995094769163419,-0.763141929543114
3565,1.974427540020244,-0.19546490753577542
28,-0.3734244382712688,-0.763141929543114
7224,5.539684247796245,-0.33766167114625145
1658,2.4961724240850245,-0.0454550170791079
4900,8.061451187442685,-0.3359425589911126
29,0.061362965116048405,1.5969438787519832
4626,-0.11255199623887847,1.7874069439828153
907,1.6265976173103902,0.7457841872421561
2838,1.800512578665317,0.5342151814495125
7287,0.4091928878259022,0.8177767937167596
543,2.4961724240850245,-0.17243039389966278
7579,2.4961724240850245,0.1532890509878477
6652,0.9309377718906827,1.1690920655522872
2711,2.6700873854399516,0.06307363080635621
30,0.061362965116048405,-0.1420667168338779
7075,2.148342501375171,0.9057472710594462
2644,1.7135550979878538,0.019660560777586964
3525,-0.46038191894873226,-0.763141929543114
924,0.4091928878259022,-0.07807714946383544
683,0.32223540714843874,-0.5734316827519292
3499,1.365725175278,0.9689951063763997
5564,1.8874700593427807,-0.3348141966401926
5854,7.887536226087759,-0.4184863475860593
31,-0.3734244382712688,1.5555388645713673
1457,0.23527792647097528,-0.06753769130876955
3418,1.6265976173103902,-0.4206906122585137
32,0.49615036850336564,-0.361831792100223
3136,0.9309377718906827,-0.17210564869040304
1312,2.757044866117415,-0.6270250408197943
2195,0.583107849180829,-0.38094179864512256
5676,1.2787676946005364,-0.10066170265326221
4845,-0.3734244382712688,0.39619846751412663
1166,0.9309377718906827,-0.08117699009767831
3155,0.14832044579351186,0.686033566778437
6196,-0.1995094769163419,-0.06753769130876955
6709,0.7570228105357558,-0.09652120123520055
5206,0.14832044579351186,-0.5699185300335738
4187,0.32223540714843874,-0.44695818489113925
1020,0.6700653298582925,-0.03441367996427698
607,0.49615036850336564,0.03947834534266806
33,1.4526826559554633,0.13156642035975644
2566,1.4526826559554633,-0.04485494440982357
4040,0.23527792647097528,0.39619846751412663
2745,2.4092149434075614,-0.0324652087087186
6859,1.2787676946005364,-0.341563603340481
4814,0.23527792647097528,0.08704102829886247
1875,2.4961724240850245,-0.3766951305240338
1300,2.4092149434075614,-0.14352807027554668
3221,0.7570228105357558,0.45416548736698864
407,0.32223540714843874,0.31188280227360005
3740,-0.46038191894873226,2.714879261628608
2170,2.6700873854399516,0.06307363080635621
7074,1.1048527332456097,0.17043217966613772
5095,5.104896844408928,-0.323727597231908
5617,-0.5473393996261957,-0.763141929543114
2420,1.365725175278,0.3366276170724503
1973,2.322257462730098,-0.10597571516842147
4308,-0.28646695759380536,-0.763141929543114
3452,-0.1995094769163419,0.9758686660427469
765,0.49615036850336564,0.5299685133284238
1150,2.930959827472342,-0.15660896571682592
213,3.4527047115371228,-0.09070304984386335
34,-0.1995094769163419,-0.06753769130876955
2944,0.583107849180829,0.4598984893304587
4408,0.061362965116048405,-0.6389268870012668
5875,0.061362965116048405,0.6032235384172053
4717,-0.1995094769163419,-0.41533981042594176
3927,0.061362965116048405,0.10636336824981651
35,0.23527792647097528,0.937223986140839
6747,0.061362965116048405,1.7211589212938303
7035,0.061362965116048405,0.10636336824981651
5283,-0.11255199623887847,0.859934626337023
4246,0.7570228105357558,0.6570500568520058
6887,2.2352999820526342,-0.17029740832066143
2040,0.061362965116048405,0.8516536235008999
6475,0.32223540714843874,0.7545400447863646
4235,0.6700653298582925,0.5949425355810822
2301,-0.1995094769163419,2.714879261628608
2045,0.49615036850336564,0.6191485438712883
36,-0.5473393996261957,-0.763141929543114
719,-0.11255199623887847,-0.763141929543114
37,-0.5473393996261957,-0.763141929543114
3991,1.0178952525681462,-0.6207667930624002
6288,-0.3734244382712688,-0.763141929543114
3794,-0.5473393996261957,-0.763141929543114
7565,1.4526826559554633,-0.47330683027880377
2637,2.2352999820526342,-0.19664605370832597
3023,-0.11255199623887847,-0.29940577072021773
39,-0.46038191894873226,-0.763141929543114
40,-0.28646695759380536,-0.18347173101449368
4908,1.8874700593427807,-0.36051386061436785
1381,5.887514170506099,-0.21919194865355454
1678,2.148342501375171,-0.2442436066666877
41,-0.025594515561415034,1.0586786944039785
1958,1.4526826559554633,0.08116031613987648
5414,0.6700653298582925,-0.29940577072021773
3591,-0.11255199623887847,0.39619846751412663
3562,-0.28646695759380536,2.714879261628608
3950,0.061362965116048405,1.100083708584594
6287,-0.1995094769163419,2.019275023394264
42,-0.3734244382712688,2.714879261628608
3592,-0.025594515561415034,0.5618185242365896
4335,3.0179173081498054,-0.3793881395764316
2647,0.32223540714843874,0.12217255548241517
43,-0.46038191894873226,-0.763141929543114
4681,-0.025594515561415034,0.06495835406920072
2893,-0.1995094769163419,-0.763141929543114
44,-0.025594515561415034,0.06495835406920072
7042,0.061362965116048405,-0.2662817593757252
3701,4.322279518311757,-0.3817799568269164
6870,2.757044866117415,0.10518994679530512
7226,4.757066921699074,-0.1984922702677472
6507,-0.11255199623887847,0.39619846751412663
6234,1.7135550979878538,-0.14879060802560187
3597,10.148430723701809,-0.3171014463322638
45,0.23527792647097528,-0.22211641091640166
3912,0.583107849180829,-0.15162172010632766
7537,0.23527792647097528,-0.29940577072021773
3986,0.7570228105357558,-0.41533981042594176
4852,0.061362965116048405,-0.5147118444594195
3527,-0.025594515561415034,0.06495835406920072
5896,-0.1995094769163419,0.2802644278084026
5099,0.49615036850336564,-0.18347173101449368
3340,-0.1995094769163419,-0.41533981042594176
865,0.061362965116048405,-0.5147118444594195
4527,1.7135550979878538,-0.41633069965419583
46,-0.46038191894873226,2.714879261628608
2442,-0.025594515561415034,1.3899188078489044
2414,1.6265976173103902,-0.5277066489099513
47,1.191810213923073,1.207736745454195
1792,6.40925905457088,-0.30262616071204335
7489,1.974427540020244,0.9159027834363382
5378,1.191810213923073,1.1746127341097026
6427,2.757044866117415,0.39150478169608127
3845,3.8874921149244397,-0.02609520652708543
6637,0.23527792647097528,0.859934626337023
6408,3.9744495956019033,-0.11953133175734544
2985,1.2787676946005364,0.8027204249238086
538,1.8874700593427807,0.7702713542493448
3181,2.757044866117415,-0.5753944968212936
5314,2.4092149434075614,0.2598054796250396
397,0.061362965116048405,1.8453739638356774
4657,3.104874788827269,0.31916588299205095
4146,3.8874921149244397,-0.1362587736682712
3128,0.583107849180829,1.0331986856774458
3833,3.713577153569513,0.21354320495735318
6458,1.0178952525681462,1.087734844706165
6991,2.2352999820526342,0.5674646625339463
6876,1.6265976173103902,0.32842164430154946
1789,0.583107849180829,0.880318633318249
6207,3.2787897501821957,0.030830584805178102
48,-0.3734244382712688,1.5555388645713673
1761,0.4091928878259022,0.13271201363748106
3250,-0.3734244382712688,1.5555388645713673
7213,0.7570228105357558,-0.18347173101449368
49,0.4091928878259022,0.7123822121661014
3360,5.974471651183563,-0.1383184734448959
4000,5.974471651183563,-0.28476147096791576
5510,1.365725175278,-0.14452155957185908
3361,1.1048527332456097,0.7745095444485947
3400,5.017939363731465,-0.21802899284985372
2892,6.40925905457088,-0.257540700826484
6605,-0.3734244382712688,1.5555388645713673
2510,11.539750414541224,-0.6283820128862034
6096,0.14832044579351186,-0.2800834307692637
2072,-0.025594515561415034,-0.2662817593757252
3038,6.670131496603271,-0.44986061742953953
50,-0.5473393996261957,-0.763141929543114
4415,-0.3734244382712688,0.39619846751412663
51,-0.5473393996261957,-0.763141929543114
7135,-0.025594515561415034,-0.763141929543114
52,-0.46038191894873226,-0.763141929543114
6840,-0.025594515561415034,-0.10066170265326221
53,-0.3734244382712688,-0.763141929543114
6572,0.14832044579351186,-0.5699185300335738
1230,1.5396401366329269,-0.33418598263193494
1390,-0.46038191894873226,-0.763141929543114
54,1.800512578665317,-0.14666727396505747
2368,0.8439802912132193,-0.4051103363342603
5195,-0.46038191894873226,2.714879261628608
645,4.583151960344147,-0.1186272681282412
3911,0.4091928878259022,0.9231713752674179
4973,-0.28646695759380536,0.9758686660427469
3994,0.49615036850336564,-0.49560183791452
2843,0.6700653298582925,0.09808236541369339
4572,1.2787676946005364,-0.32650723454752983
5600,1.2787676946005364,-0.19099991541096922
187,2.583129904762488,-0.3453616062792435
3300,-0.11255199623887847,-0.29940577072021773
4141,0.6700653298582925,-0.3656537934092029
4147,1.0178952525681462,0.05043027891810749
2422,1.5396401366329269,-0.6124276779256727
2615,4.322279518311757,0.04970387516055288
1464,3.191832269504732,-0.524165843468947
1469,-0.28646695759380536,0.39619846751412663
2303,-0.28646695759380536,0.39619846751412663
55,-0.3734244382712688,1.5555388645713673
5474,-0.46038191894873226,2.714879261628608
1932,0.583107849180829,-0.49560183791452
494,-0.28646695759380536,0.9758686660427469
56,-0.11255199623887847,0.859934626337023
4128,-0.025594515561415034,0.5618185242365896
3008,-0.3734244382712688,2.714879261628608
2902,0.4091928878259022,-0.763141929543114
5226,-0.11255199623887847,0.16433038810267853
7214,-0.1995094769163419,0.2802644278084026
57,-0.5473393996261957,-0.763141929543114
7349,-0.11255199623887847,1.091802705748471
58,0.23527792647097528,0.16433038810267853
2177,0.8439802912132193,0.08078968302061267
5108,1.365725175278,0.22665066241089393
3726,0.23527792647097528,0.47348782731794276
3302,-0.3734244382712688,0.39619846751412663
2551,-0.025594515561415034,-0.5975218728206511
3080,3.800534634246976,-0.25576001459570985
7411,-0.025594515561415034,-0.10066170265326221
59,-0.1995094769163419,0.2802644278084026
6004,0.49615036850336564,-0.13888171574306132
6300,0.061362965116048405,-0.763141929543114
1564,-0.46038191894873226,2.714879261628608
1693,0.7570228105357558,0.16433038810267853
60,-0.46038191894873226,-0.763141929543114
4344,-0.1995094769163419,-0.41533981042594176
6504,-0.46038191894873226,-0.763141929543114
61,-0.46038191894873226,-0.763141929543114
1680,0.061362965116048405,-0.6389268870012668
2940,-0.3734244382712688,-0.763141929543114
62,-0.5473393996261957,-0.763141929543114
4792,-0.11255199623887847,-0.29940577072021773
63,-0.28646695759380536,-0.18347173101449368
4616,-0.28646695759380536,-0.763141929543114
4284,0.32223540714843874,-0.5734316827519292
6221,-0.3734244382712688,0.39619846751412663
4166,-0.46038191894873226,2.714879261628608
64,-0.46038191894873226,-0.763141929543114
5162,0.061362965116048405,-0.5147118444594195
4355,0.4091928878259022,-0.6577473479924557
65,-0.46038191894873226,-0.763141929543114
2916,-0.3734244382712688,-0.763141929543114
6407,-0.025594515561415034,-0.763141929543114
66,-0.5473393996261957,-0.763141929543114
5605,-0.3734244382712688,0.39619846751412663
67,-0.11255199623887847,-0.29940577072021773
2416,-0.025594515561415034,1.7211589212938303
7555,-0.28646695759380536,-0.763141929543114
4638,0.14832044579351186,0.4928101672688967
4777,0.061362965116048405,0.8516536235008999
2604,-0.46038191894873226,-0.763141929543114
2670,0.6700653298582925,0.26370242213615636
68,0.23527792647097528,-0.4539844903278499
4032,0.32223540714843874,-0.5101949338215342
2882,-0.3734244382712688,-0.763141929543114
1219,0.4091928878259022,-0.3942608941158101
168,-0.28646695759380536,-0.763141929543114
6972,0.6700653298582925,-0.4319018160981881
6718,-0.3734244382712688,1.5555388645713673
3279,0.7570228105357558,-0.5892408699845278
69,-0.5473393996261957,-0.763141929543114
70,0.14832044579351186,0.7826452665332069
1328,1.0178952525681462,-0.1733020784087284
2707,5.539684247796245,-0.5196104658554361
900,0.23527792647097528,-0.6085632099354819
5048,-0.025594515561415034,1.0586786944039785
7097,-0.28646695759380536,0.9758686660427469
1135,-0.025594515561415034,1.8867789780162931
4925,0.8439802912132193,0.02964231256220498
4702,-0.28646695759380536,2.714879261628608
3949,0.23527792647097528,0.39619846751412663
71,-0.3734244382712688,0.39619846751412663
1611,0.49615036850336564,-0.3172417768287907
6147,0.061362965116048405,0.35479345333351103
72,-0.5473393996261957,-0.763141929543114
5966,0.583107849180829,-0.22806174628592596
73,0.583107849180829,1.6829389082040314
3852,1.8874700593427807,0.6846058076687604
6424,1.974427540020244,0.8199573712660837
5455,4.583151960344147,-0.05378280524198872
2676,1.800512578665317,0.9298630947309515
6968,-0.1995094769163419,0.628066546925575
4091,-0.28646695759380536,2.714879261628608
5308,2.148342501375171,0.5270917381496216
2205,0.6700653298582925,1.8536549666718005
4981,0.6700653298582925,1.6217868872603525
74,-0.5473393996261957,-0.763141929543114
3035,-0.46038191894873226,-0.763141929543114
75,0.49615036850336564,-0.13888171574306132
5632,1.5396401366329269,0.21070400398496827
4673,0.32223540714843874,-0.1307744402391645
933,2.583129904762488,-0.1051379204025179
7079,0.49615036850336564,-0.22806174628592596
520,1.1048527332456097,0.40840205064104496
7165,0.49615036850336564,-0.3172417768287907
6154,0.14832044579351186,1.2657037653070573
2447,-0.3734244382712688,0.39619846751412663
4217,0.14832044579351186,0.2995867677593567
3855,5.713599209151172,-0.3912530578843416
2428,1.365725175278,-0.10328020157377547
541,0.14832044579351186,0.20297506800458662
76,-0.5473393996261957,-0.763141929543114
1830,0.7570228105357558,-0.5602573600580969
77,-0.46038191894873226,-0.763141929543114
6752,1.1048527332456097,0.5914557975448198
7536,1.365725175278,0.9827422257090942
78,0.583107849180829,0.07769835843246717
3520,1.4526826559554633,-0.5237129344986838
1216,0.49615036850336564,0.21783840642839733
3495,0.061362965116048405,0.4790084958753582
1642,2.4092149434075614,-0.2429001043090245
4587,-0.28646695759380536,-0.18347173101449368
2060,0.14832044579351186,-0.18347173101449368
3862,-0.025594515561415034,-0.2662817593757252
6519,7.539706303377905,-0.44326901285333314
4632,2.148342501375171,-0.15308579318839657
2332,-0.28646695759380536,-0.763141929543114
6621,2.148342501375171,-0.2161950486733674
3679,0.7570228105357558,-0.4443233203523729
79,-0.46038191894873226,2.714879261628608
718,1.365725175278,-0.24075139490072098
80,-0.11255199623887847,0.16433038810267853
5441,0.32223540714843874,-0.32048468703034944
5646,4.583151960344147,-0.39176000574003184
666,-0.11255199623887847,0.628066546925575
6171,-0.025594515561415034,1.2242987511264412
81,0.23527792647097528,-0.3766951305240338
4353,0.6700653298582925,-0.03441367996427698
3218,-0.1995094769163419,1.323670785159919
1555,4.235322037634294,0.17185857249915407
1393,0.061362965116048405,0.6032235384172053
5033,-0.025594515561415034,0.23057841079166366
378,5.365769286441318,0.3709954154041867
130,-0.1995094769163419,-0.41533981042594176
2014,3.539662192214586,0.05394638221265401
3498,0.8439802912132193,0.2598054796250396
82,-0.3734244382712688,0.39619846751412663
2809,-0.11255199623887847,-0.763141929543114
2086,-0.025594515561415034,0.8930586376815154
3745,-0.28646695759380536,0.9758686660427469
83,-0.5473393996261957,-0.763141929543114
84,-0.5473393996261957,-0.763141929543114
85,0.14832044579351186,-0.5699185300335738
4658,-0.5473393996261957,-0.763141929543114
4899,1.191810213923073,0.7771245979757914
3444,-0.11255199623887847,-0.763141929543114
5998,-0.46038191894873226,2.714879261628608
1689,3.8874921149244397,-0.5769130422330142
5753,-0.11255199623887847,-0.763141929543114
5643,0.9309377718906827,-0.6494811063022081
7001,3.191832269504732,0.22585141128689998
86,-0.5473393996261957,-0.763141929543114
149,1.6265976173103902,-0.3029729719419323
87,-0.5473393996261957,-0.763141929543114
6115,0.32223540714843874,-0.3837214359607443
88,-0.5473393996261957,-0.763141929543114
955,0.7570228105357558,0.36721495758769573
89,-0.5473393996261957,-0.763141929543114
6757,1.5396401366329269,0.1295501761909613
90,-0.5473393996261957,-0.763141929543114
2498,0.583107849180829,-0.3427217855553234
91,-0.3734244382712688,2.714879261628608
1345,0.23527792647097528,0.5507771871217587
6932,-0.11255199623887847,1.323670785159919
313,1.0178952525681462,-0.2953379096779116
92,-0.3734244382712688,-0.763141929543114
2475,-0.28646695759380536,-0.763141929543114
974,-0.3734244382712688,-0.763141929543114
4479,0.4091928878259022,-0.341563603340481
93,-0.5473393996261957,-0.763141929543114
662,-0.28646695759380536,-0.18347173101449368
94,-0.46038191894873226,-0.763141929543114
5042,-0.28646695759380536,-0.763141929543114
6564,1.4526826559554633,-0.35989309578407375
95,0.8439802912132193,0.08078968302061267
3296,0.061362965116048405,0.35479345333351103
5610,3.365747230859659,-0.4405428625358818
7552,0.32223540714843874,-0.1307744402391645
3430,1.800512578665317,-0.06385724560382601
5832,0.49615036850336564,-0.13888171574306132
4330,1.7135550979878538,-0.1785172848732234
2347,2.2352999820526342,-0.018792697341590135
3757,1.4526826559554633,-0.28428393945425373
2158,1.2787676946005364,-0.32650723454752983
5224,-0.1995094769163419,0.2802644278084026
3602,-0.11255199623887847,-0.06753769130876955
5876,2.4961724240850245,-0.10618237121067763
7352,3.539662192214586,-0.3314726327664818
5277,3.191832269504732,-0.42489885386890847
4126,0.9309377718906827,0.4643949614586703
96,-0.5473393996261957,-0.763141929543114
4811,9.19189843624971,-0.7411569662613712
97,0.23527792647097528,0.31890910771031067
4676,1.4526826559554633,0.7868457752181969
7350,0.9309377718906827,-0.0357126608013159
3126,-0.5473393996261957,-0.763141929543114
5892,1.5396401366329269,0.4773522953081336
652,-0.025594515561415034,-0.5975218728206511
98,0.4091928878259022,-0.1307744402391645
4225,-0.1995094769163419,-0.41533981042594176
4163,3.4527047115371228,0.1409505355070747
4106,0.49615036850336564,-0.00511166992876431
299,1.1048527332456097,-0.2139806888317895
2077,-0.1995094769163419,-0.41533981042594176
5625,0.14832044579351186,-0.47330683027880377
3900,2.148342501375171,0.28166685570806865
3450,13.191942547413028,-0.5839937955817969
99,-0.5473393996261957,-0.763141929543114
100,-0.5473393996261957,-0.763141929543114
5361,-0.46038191894873226,-0.763141929543114
101,0.23527792647097528,0.5507771871217587
3873,4.8440244023765375,-0.47998505837245153
7010,-0.3734244382712688,1.5555388645713673
4211,1.6265976173103902,0.12509117466381806
484,1.8874700593427807,0.17917908284331316
2967,0.9309377718906827,0.6235201139959387
2744,2.583129904762488,0.05152970082143349
6921,0.4091928878259022,0.7650795029414306
2391,3.191832269504732,-0.30357253324663913
3698,0.061362965116048405,0.6032235384172053
102,0.23527792647097528,0.009751668495046415
2648,0.32223540714843874,0.56482979799518
290,8.40928111015254,-0.3994952030576464
113,3.191832269504732,0.07511264930165626
2452,2.6700873854399516,0.8645521983309921
